platform,name,link,start_time,duration,status,duration_minutes,end_time,scraped_at
Codeforces,Codeforces Round 732 (Div. 2),https://codeforces.com/contest/1546,2021-07-11 14:05:00,02:30,FINISHED,150,2021-07-11 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 730 (Div. 2),https://codeforces.com/contest/1543,2021-07-07 14:35:00,02:15,FINISHED,135,2021-07-07 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 729 (Div. 2),https://codeforces.com/contest/1542,2021-07-03 13:05:00,02:00,FINISHED,120,2021-07-03 15:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 728 (Div. 1),https://codeforces.com/contest/1540,2021-06-25 15:35:00,02:15,FINISHED,135,2021-06-25 17:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 728 (Div. 2),https://codeforces.com/contest/1541,2021-06-25 15:35:00,02:15,FINISHED,135,2021-06-25 17:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 727 (Div. 2),https://codeforces.com/contest/1539,2021-06-20 10:05:00,02:00,FINISHED,120,2021-06-20 12:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 726 (Div. 2),https://codeforces.com/contest/1537,2021-06-18 14:35:00,02:00,FINISHED,120,2021-06-18 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces LATOKEN Round 1 (Div. 1 + Div. 2),https://codeforces.com/contest/1534,2021-06-13 15:35:00,03:00,FINISHED,180,2021-06-13 18:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 724 (Div. 2),https://codeforces.com/contest/1536,2021-06-06 14:35:00,02:00,FINISHED,120,2021-06-06 16:35:00,2025-06-30 11:08:47
Codeforces,"Deltix Round, Spring 2021 (open for everyone, rated, Div. 1 + Div. 2)",https://codeforces.com/contest/1523,2021-05-30 14:35:00,02:15,FINISHED,135,2021-05-30 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 723 (Div. 2),https://codeforces.com/contest/1526,2021-05-28 14:05:00,02:30,FINISHED,150,2021-05-28 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 722 (Div. 1),https://codeforces.com/contest/1528,2021-05-24 14:35:00,02:15,FINISHED,135,2021-05-24 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 722 (Div. 2),https://codeforces.com/contest/1529,2021-05-24 14:35:00,02:15,FINISHED,135,2021-05-24 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 721 (Div. 2),https://codeforces.com/contest/1527,2021-05-20 14:35:00,02:00,FINISHED,120,2021-05-20 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 720 (Div. 2),https://codeforces.com/contest/1521,2021-05-07 14:35:00,02:15,FINISHED,135,2021-05-07 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Global Round 14,https://codeforces.com/contest/1515,2021-05-02 14:35:00,03:00,FINISHED,180,2021-05-02 17:35:00,2025-06-30 11:08:47
Codeforces,Contest 2050 and Codeforces Round 718 (Div. 1 + Div. 2),https://codeforces.com/contest/1517,2021-04-23 14:35:00,02:45,FINISHED,165,2021-04-23 17:20:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 717 (Div. 2),https://codeforces.com/contest/1516,2021-04-21 13:35:00,02:00,FINISHED,120,2021-04-21 15:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 716 (Div. 2),https://codeforces.com/contest/1514,2021-04-19 13:35:00,02:15,FINISHED,135,2021-04-19 15:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 715 (Div. 1),https://codeforces.com/contest/1508,2021-04-16 14:35:00,02:15,FINISHED,135,2021-04-16 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 715 (Div. 2),https://codeforces.com/contest/1509,2021-04-16 14:35:00,02:15,FINISHED,135,2021-04-16 16:50:00,2025-06-30 11:08:47
Codeforces,Divide by Zero 2021 and Codeforces Round 714 (Div. 2),https://codeforces.com/contest/1513,2021-04-11 14:35:00,02:00,FINISHED,120,2021-04-11 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 712 (Div. 1),https://codeforces.com/contest/1503,2021-04-03 14:35:00,02:15,FINISHED,135,2021-04-03 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 712 (Div. 2),https://codeforces.com/contest/1504,2021-04-03 14:35:00,02:15,FINISHED,135,2021-04-03 16:50:00,2025-06-30 11:08:47
Codeforces,CodeCraft-21 and Codeforces Round 711 (Div. 2),https://codeforces.com/contest/1498,2021-03-29 14:35:00,02:00,FINISHED,120,2021-03-29 16:35:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 709 (Div. 1, based on Technocup 2021 Final Round)",https://codeforces.com/contest/1483,2021-03-21 13:20:00,02:15,FINISHED,135,2021-03-21 15:35:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 709 (Div. 2, based on Technocup 2021 Final Round)",https://codeforces.com/contest/1484,2021-03-21 13:20:00,02:15,FINISHED,135,2021-03-21 15:35:00,2025-06-30 11:08:47
Codeforces,Технокубок 2021 - Финал,https://codeforces.com/contest/1482,2021-03-21 10:20:00,03:00,FINISHED,180,2021-03-21 13:20:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 708 (Div. 2),https://codeforces.com/contest/1497,2021-03-17 14:35:00,02:15,FINISHED,135,2021-03-17 16:50:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 707 (Div. 1, based on Moscow Open Olympiad in Informatics)",https://codeforces.com/contest/1500,2021-03-13 09:05:00,02:30,FINISHED,150,2021-03-13 11:35:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 707 (Div. 2, based on Moscow Open Olympiad in Informatics)",https://codeforces.com/contest/1501,2021-03-13 09:05:00,02:30,FINISHED,150,2021-03-13 11:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 706 (Div. 1),https://codeforces.com/contest/1495,2021-03-10 12:05:00,02:00,FINISHED,120,2021-03-10 14:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 706 (Div. 2),https://codeforces.com/contest/1496,2021-03-10 12:05:00,02:00,FINISHED,120,2021-03-10 14:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 705 (Div. 2),https://codeforces.com/contest/1493,2021-03-06 14:05:00,02:15,FINISHED,135,2021-03-06 16:20:00,2025-06-30 11:08:47
Codeforces,Codeforces Global Round 13,https://codeforces.com/contest/1491,2021-02-28 13:35:00,03:00,FINISHED,180,2021-02-28 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 704 (Div. 2),https://codeforces.com/contest/1492,2021-02-23 09:05:00,02:00,FINISHED,120,2021-02-23 11:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 703 (Div. 2),https://codeforces.com/contest/1486,2021-02-18 14:35:00,02:15,FINISHED,135,2021-02-18 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 701 (Div. 2),https://codeforces.com/contest/1485,2021-02-12 14:50:00,02:00,FINISHED,120,2021-02-12 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 700 (Div. 1),https://codeforces.com/contest/1479,2021-02-07 14:35:00,02:15,FINISHED,135,2021-02-07 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 700 (Div. 2),https://codeforces.com/contest/1480,2021-02-07 14:35:00,02:15,FINISHED,135,2021-02-07 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 699 (Div. 2),https://codeforces.com/contest/1481,2021-02-05 14:35:00,02:00,FINISHED,120,2021-02-05 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 698 (Div. 1),https://codeforces.com/contest/1477,2021-01-28 14:35:00,02:15,FINISHED,135,2021-01-28 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 698 (Div. 2),https://codeforces.com/contest/1478,2021-01-28 14:35:00,02:15,FINISHED,135,2021-01-28 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 696 (Div. 2),https://codeforces.com/contest/1474,2021-01-19 14:35:00,02:00,FINISHED,120,2021-01-19 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 695 (Div. 2),https://codeforces.com/contest/1467,2021-01-08 14:35:00,02:00,FINISHED,120,2021-01-08 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 694 (Div. 1),https://codeforces.com/contest/1470,2021-01-05 14:35:00,02:00,FINISHED,120,2021-01-05 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 694 (Div. 2),https://codeforces.com/contest/1471,2021-01-05 14:35:00,02:00,FINISHED,120,2021-01-05 16:35:00,2025-06-30 11:08:47
Codeforces,Good Bye 2020,https://codeforces.com/contest/1466,2020-12-30 14:35:00,03:00,FINISHED,180,2020-12-30 17:35:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 692 (Div. 1, based on Technocup 2021 Elimination Round 3)",https://codeforces.com/contest/1464,2020-12-20 15:05:00,02:00,FINISHED,120,2020-12-20 17:05:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 692 (Div. 2, based on Technocup 2021 Elimination Round 3)",https://codeforces.com/contest/1465,2020-12-20 15:05:00,02:00,FINISHED,120,2020-12-20 17:05:00,2025-06-30 11:08:47
Codeforces,Technocup 2021 - Elimination Round 3,https://codeforces.com/contest/1411,2020-12-20 15:05:00,02:00,FINISHED,120,2020-12-20 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 691 (Div. 1),https://codeforces.com/contest/1458,2020-12-19 09:35:00,02:00,FINISHED,120,2020-12-19 11:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 691 (Div. 2),https://codeforces.com/contest/1459,2020-12-19 09:35:00,02:00,FINISHED,120,2020-12-19 11:35:00,2025-06-30 11:08:47
Codeforces,Технокубок 2021 - Ознакомительный Раунд 3,https://codeforces.com/contest/1410,2020-12-18 14:05:00,48:00,FINISHED,2880,2020-12-20 14:05:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 689 (Div. 2, based on Zed Code Competition)",https://codeforces.com/contest/1461,2020-12-11 14:35:00,02:00,FINISHED,120,2020-12-11 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Global Round 12,https://codeforces.com/contest/1450,2020-12-06 14:35:00,03:00,FINISHED,180,2020-12-06 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 688 (Div. 2),https://codeforces.com/contest/1453,2020-12-04 13:05:00,02:15,FINISHED,135,2020-12-04 15:20:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 687 (Div. 1, based on Technocup 2021 Elimination Round 2)",https://codeforces.com/contest/1456,2020-11-29 07:05:00,02:00,FINISHED,120,2020-11-29 09:05:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 687 (Div. 2, based on Technocup 2021 Elimination Round 2)",https://codeforces.com/contest/1457,2020-11-29 07:05:00,02:00,FINISHED,120,2020-11-29 09:05:00,2025-06-30 11:08:47
Codeforces,Technocup 2021 - Elimination Round 2,https://codeforces.com/contest/1415,2020-11-29 07:05:00,02:00,FINISHED,120,2020-11-29 09:05:00,2025-06-30 11:08:47
Codeforces,Технокубок 2021 - Ознакомительный Раунд 2,https://codeforces.com/contest/1414,2020-11-27 06:05:00,48:00,FINISHED,2880,2020-11-29 06:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 685 (Div. 2),https://codeforces.com/contest/1451,2020-11-21 14:35:00,02:15,FINISHED,135,2020-11-21 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 684 (Div. 1),https://codeforces.com/contest/1439,2020-11-17 14:35:00,02:15,FINISHED,135,2020-11-17 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 684 (Div. 2),https://codeforces.com/contest/1440,2020-11-17 14:35:00,02:15,FINISHED,135,2020-11-17 16:50:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 683 (Div. 1, by Meet IT)",https://codeforces.com/contest/1446,2020-11-15 14:35:00,02:30,FINISHED,150,2020-11-15 17:05:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 683 (Div. 2, by Meet IT)",https://codeforces.com/contest/1447,2020-11-15 14:35:00,02:30,FINISHED,150,2020-11-15 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 682 (Div. 2),https://codeforces.com/contest/1438,2020-11-13 14:35:00,02:00,FINISHED,120,2020-11-13 16:35:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 681 (Div. 1, based on VK Cup 2019-2020 - Final)",https://codeforces.com/contest/1442,2020-11-02 14:35:00,02:00,FINISHED,120,2020-11-02 16:35:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 681 (Div. 2, based on VK Cup 2019-2020 - Final)",https://codeforces.com/contest/1443,2020-11-02 14:35:00,02:00,FINISHED,120,2020-11-02 16:35:00,2025-06-30 11:08:47
Codeforces,VK Cup 2019-2020 - Final Round (Engine),https://codeforces.com/contest/1441,2020-11-01 14:05:00,02:00,FINISHED,120,2020-11-01 16:05:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 680 (Div. 1, based on Moscow Team Olympiad)",https://codeforces.com/contest/1444,2020-11-01 11:05:00,02:00,FINISHED,120,2020-11-01 13:05:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 680 (Div. 2, based on Moscow Team Olympiad)",https://codeforces.com/contest/1445,2020-11-01 11:05:00,02:00,FINISHED,120,2020-11-01 13:05:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 679 (Div. 1, based on Technocup 2021 Elimination Round 1)",https://codeforces.com/contest/1434,2020-10-25 11:05:00,02:00,FINISHED,120,2020-10-25 13:05:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 679 (Div. 2, based on Technocup 2021 Elimination Round 1)",https://codeforces.com/contest/1435,2020-10-25 11:05:00,02:00,FINISHED,120,2020-10-25 13:05:00,2025-06-30 11:08:47
Codeforces,Technocup 2021 - Elimination Round 1,https://codeforces.com/contest/1413,2020-10-25 11:05:00,02:00,FINISHED,120,2020-10-25 13:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 678 (Div. 2),https://codeforces.com/contest/1436,2020-10-24 14:05:00,02:10,FINISHED,130,2020-10-24 16:15:00,2025-06-30 11:08:47
Codeforces,Технокубок 2021 - Ознакомительный Раунд 1,https://codeforces.com/contest/1412,2020-10-23 10:05:00,48:00,FINISHED,2880,2020-10-25 10:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 676 (Div. 2),https://codeforces.com/contest/1421,2020-10-18 09:05:00,02:00,FINISHED,120,2020-10-18 11:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Raif Round 1 (Div. 1 + Div. 2),https://codeforces.com/contest/1428,2020-10-17 13:05:00,02:30,FINISHED,150,2020-10-17 15:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Global Round 11,https://codeforces.com/contest/1427,2020-10-10 14:50:00,03:00,FINISHED,180,2020-10-10 17:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 675 (Div. 2),https://codeforces.com/contest/1422,2020-10-04 16:05:00,02:00,FINISHED,120,2020-10-04 18:05:00,2025-06-30 11:08:47
Codeforces,Grakn Forces 2020,https://codeforces.com/contest/1408,2020-09-30 14:35:00,02:45,FINISHED,165,2020-09-30 17:20:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 673 (Div. 1),https://codeforces.com/contest/1416,2020-09-27 15:05:00,02:00,FINISHED,120,2020-09-27 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 673 (Div. 2),https://codeforces.com/contest/1417,2020-09-27 15:05:00,02:00,FINISHED,120,2020-09-27 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 672 (Div. 2),https://codeforces.com/contest/1420,2020-09-24 14:35:00,02:00,FINISHED,120,2020-09-24 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 671 (Div. 2),https://codeforces.com/contest/1419,2020-09-19 14:35:00,02:00,FINISHED,120,2020-09-19 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 670 (Div. 2),https://codeforces.com/contest/1406,2020-09-12 13:45:00,02:00,FINISHED,120,2020-09-12 15:45:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 669 (Div. 2),https://codeforces.com/contest/1407,2020-09-08 14:35:00,02:00,FINISHED,120,2020-09-08 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 668 (Div. 1),https://codeforces.com/contest/1404,2020-09-06 14:35:00,02:00,FINISHED,120,2020-09-06 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 668 (Div. 2),https://codeforces.com/contest/1405,2020-09-06 14:35:00,02:00,FINISHED,120,2020-09-06 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 666 (Div. 1),https://codeforces.com/contest/1396,2020-08-30 14:35:00,02:00,FINISHED,120,2020-08-30 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 666 (Div. 2),https://codeforces.com/contest/1397,2020-08-30 14:35:00,02:00,FINISHED,120,2020-08-30 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 665 (Div. 2),https://codeforces.com/contest/1401,2020-08-21 14:35:00,02:00,FINISHED,120,2020-08-21 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Global Round 10,https://codeforces.com/contest/1392,2020-08-16 14:35:00,03:00,FINISHED,180,2020-08-16 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 664 (Div. 1),https://codeforces.com/contest/1394,2020-08-12 14:35:00,02:00,FINISHED,120,2020-08-12 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 664 (Div. 2),https://codeforces.com/contest/1395,2020-08-12 14:35:00,02:00,FINISHED,120,2020-08-12 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 663 (Div. 2),https://codeforces.com/contest/1391,2020-08-09 14:35:00,02:00,FINISHED,120,2020-08-09 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 662 (Div. 2),https://codeforces.com/contest/1393,2020-08-07 14:35:00,02:00,FINISHED,120,2020-08-07 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 660 (Div. 2),https://codeforces.com/contest/1388,2020-07-30 14:35:00,02:00,FINISHED,120,2020-07-30 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 659 (Div. 1),https://codeforces.com/contest/1383,2020-07-24 14:35:00,02:00,FINISHED,120,2020-07-24 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 659 (Div. 2),https://codeforces.com/contest/1384,2020-07-24 14:35:00,02:00,FINISHED,120,2020-07-24 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 658 (Div. 1),https://codeforces.com/contest/1381,2020-07-21 14:35:00,02:00,FINISHED,120,2020-07-21 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 658 (Div. 2),https://codeforces.com/contest/1382,2020-07-21 14:35:00,02:00,FINISHED,120,2020-07-21 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 657 (Div. 2),https://codeforces.com/contest/1379,2020-07-19 09:00:00,02:00,FINISHED,120,2020-07-19 11:00:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 655 (Div. 2),https://codeforces.com/contest/1372,2020-07-11 15:05:00,02:00,FINISHED,120,2020-07-11 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Global Round 9,https://codeforces.com/contest/1375,2020-07-04 14:45:00,02:30,FINISHED,150,2020-07-04 17:15:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 654 (Div. 2),https://codeforces.com/contest/1371,2020-07-01 13:35:00,02:00,FINISHED,120,2020-07-01 15:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 652 (Div. 2),https://codeforces.com/contest/1369,2020-06-23 14:05:00,02:00,FINISHED,120,2020-06-23 16:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 651 (Div. 2),https://codeforces.com/contest/1370,2020-06-20 14:35:00,02:15,FINISHED,135,2020-06-20 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Global Round 8,https://codeforces.com/contest/1368,2020-06-18 14:45:00,02:30,FINISHED,150,2020-06-18 17:15:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 649 (Div. 2),https://codeforces.com/contest/1364,2020-06-13 15:05:00,02:00,FINISHED,120,2020-06-13 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 648 (Div. 2),https://codeforces.com/contest/1365,2020-06-07 14:35:00,02:15,FINISHED,135,2020-06-07 16:50:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 647 (Div. 1) - Thanks, Algo Muse!",https://codeforces.com/contest/1361,2020-06-04 14:35:00,02:30,FINISHED,150,2020-06-04 17:05:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 647 (Div. 2) - Thanks, Algo Muse!",https://codeforces.com/contest/1362,2020-06-04 14:35:00,02:30,FINISHED,150,2020-06-04 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 646 (Div. 2),https://codeforces.com/contest/1363,2020-05-31 14:35:00,02:00,FINISHED,120,2020-05-31 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 645 (Div. 2),https://codeforces.com/contest/1358,2020-05-26 14:35:00,02:00,FINISHED,120,2020-05-26 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 643 (Div. 2),https://codeforces.com/contest/1355,2020-05-16 11:35:00,02:00,FINISHED,120,2020-05-16 13:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 641 (Div. 1),https://codeforces.com/contest/1349,2020-05-12 12:35:00,02:30,FINISHED,150,2020-05-12 15:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 641 (Div. 2),https://codeforces.com/contest/1350,2020-05-12 12:35:00,02:30,FINISHED,150,2020-05-12 15:05:00,2025-06-30 11:08:47
Codeforces,Testing Round 16 (Unrated),https://codeforces.com/contest/1351,2020-05-07 14:05:00,01:00,FINISHED,60,2020-05-07 15:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 639 (Div. 1),https://codeforces.com/contest/1344,2020-05-06 14:35:00,02:15,FINISHED,135,2020-05-06 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 639 (Div. 2),https://codeforces.com/contest/1345,2020-05-06 14:35:00,02:15,FINISHED,135,2020-05-06 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 638 (Div. 2),https://codeforces.com/contest/1348,2020-05-01 14:35:00,02:30,FINISHED,150,2020-05-01 17:05:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 637 (Div. 1) - Thanks, Ivan Belonogov!",https://codeforces.com/contest/1340,2020-04-23 14:45:00,02:30,FINISHED,150,2020-04-23 17:15:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 637 (Div. 2) - Thanks, Ivan Belonogov!",https://codeforces.com/contest/1341,2020-04-23 14:45:00,02:30,FINISHED,150,2020-04-23 17:15:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 635 (Div. 1),https://codeforces.com/contest/1336,2020-04-15 14:35:00,02:30,FINISHED,150,2020-04-15 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 635 (Div. 2),https://codeforces.com/contest/1337,2020-04-15 14:35:00,02:30,FINISHED,150,2020-04-15 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 633 (Div. 1),https://codeforces.com/contest/1338,2020-04-12 14:05:00,02:00,FINISHED,120,2020-04-12 16:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 633 (Div. 2),https://codeforces.com/contest/1339,2020-04-12 14:05:00,02:00,FINISHED,120,2020-04-12 16:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 632 (Div. 2),https://codeforces.com/contest/1333,2020-04-08 14:35:00,02:00,FINISHED,120,2020-04-08 16:35:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 631 (Div. 1) - Thanks, Denis aramis Shitov!",https://codeforces.com/contest/1329,2020-04-03 14:35:00,02:00,FINISHED,120,2020-04-03 16:35:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 631 (Div. 2) - Thanks, Denis aramis Shitov!",https://codeforces.com/contest/1330,2020-04-03 14:35:00,02:00,FINISHED,120,2020-04-03 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 630 (Div. 2),https://codeforces.com/contest/1332,2020-03-31 13:35:00,02:30,FINISHED,150,2020-03-31 16:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Global Round 7,https://codeforces.com/contest/1326,2020-03-19 14:35:00,02:30,FINISHED,150,2020-03-19 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 628 (Div. 2),https://codeforces.com/contest/1325,2020-03-14 14:35:00,02:00,FINISHED,120,2020-03-14 16:35:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 626 (Div. 1, based on Moscow Open Olympiad in Informatics)",https://codeforces.com/contest/1322,2020-03-07 09:35:00,02:00,FINISHED,120,2020-03-07 11:35:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 626 (Div. 2, based on Moscow Open Olympiad in Informatics)",https://codeforces.com/contest/1323,2020-03-07 09:35:00,02:00,FINISHED,120,2020-03-07 11:35:00,2025-06-30 11:08:47
Codeforces,CodeCraft-20 (Div. 2),https://codeforces.com/contest/1316,2020-03-04 14:35:00,02:00,FINISHED,120,2020-03-04 16:35:00,2025-06-30 11:08:47
Codeforces,"Ozon Tech Challenge 2020 (Div.1 + Div.2, Rated, T-shirts + prizes!)",https://codeforces.com/contest/1305,2020-03-03 14:35:00,02:15,FINISHED,135,2020-03-03 16:50:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 625 (Div. 1, based on Technocup 2020 Final Round)",https://codeforces.com/contest/1320,2020-03-01 13:15:00,02:00,FINISHED,120,2020-03-01 15:15:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 625 (Div. 2, based on Technocup 2020 Final Round)",https://codeforces.com/contest/1321,2020-03-01 13:15:00,02:00,FINISHED,120,2020-03-01 15:15:00,2025-06-30 11:08:47
Codeforces,Технокубок 2020 - Финал,https://codeforces.com/contest/1319,2020-03-01 10:10:00,03:00,FINISHED,180,2020-03-01 13:10:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 623 (Div. 1, based on VK Cup 2019-2020 - Elimination Round, Engine)",https://codeforces.com/contest/1314,2020-02-23 16:05:00,02:30,FINISHED,150,2020-02-23 18:35:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 623 (Div. 2, based on VK Cup 2019-2020 - Elimination Round, Engine)",https://codeforces.com/contest/1315,2020-02-23 16:05:00,02:30,FINISHED,150,2020-02-23 18:35:00,2025-06-30 11:08:47
Codeforces,VK Cup 2019-2020 - Elimination Round (Engine),https://codeforces.com/contest/1310,2020-02-23 16:05:00,02:30,FINISHED,150,2020-02-23 18:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 622 (Div. 2),https://codeforces.com/contest/1313,2020-02-23 09:05:00,02:00,FINISHED,120,2020-02-23 11:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 621 (Div. 1 + Div. 2),https://codeforces.com/contest/1307,2020-02-17 15:35:00,02:15,FINISHED,135,2020-02-17 17:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 620 (Div. 2),https://codeforces.com/contest/1304,2020-02-15 13:05:00,02:00,FINISHED,120,2020-02-15 15:05:00,2025-06-30 11:08:47
Codeforces,VK Cup 2019-2020 - Отборочный раунд (Design),https://codeforces.com/contest/1308,2020-02-14 15:00:00,222:00,PENDING_SYSTEM_TEST,13320,2020-02-23 21:00:00,2025-06-30 11:08:47
